date,dow,hour,trips,avg_total,avg_distance
2023-01-01,6,0,1204,26.488554817275748,3.12203488372093
2023-01-01,6,1,1250,26.919576,3.208072
2023-01-01,6,2,1066,25.871135084427767,3.1727392120075044
2023-01-01,6,3,694,25.525720461095098,3.274740634005764
2023-01-01,6,4,415,29.934,4.241493975903614
2023-01-01,6,5,184,36.116521739130434,5.709836956521738
2023-01-01,6,6,134,53.294402985074626,9.67634328358209
2023-01-01,6,7,133,49.25195488721805,8.82345864661654
2023-01-01,6,8,168,45.65577380952381,7.723154761904762
2023-01-01,6,9,256,33.21546875,5.3253515625
2023-01-01,6,10,464,35.5097198275862,5.643405172413793
2023-01-01,6,11,593,32.35849915682968,4.823389544688027
2023-01-01,6,12,748,31.205267379679146,4.504385026737968
2023-01-01,6,13,794,32.78125944584383,4.844269521410579
2023-01-01,6,14,877,35.7063511972634,5.389885974914481
2023-01-01,6,15,877,36.065541619156214,5.342611174458381
2023-01-01,6,16,829,35.305536791314836,5.186936067551267
2023-01-01,6,17,852,34.97597417840375,5.211971830985916
2023-01-01,6,18,686,31.143600583090375,4.215379008746356
2023-01-01,6,19,693,32.87623376623377,4.907965367965367
2023-01-01,6,20,612,33.61062091503268,4.88124183006536
2023-01-01,6,21,576,33.01916666666667,4.800121527777778
2023-01-01,6,22,523,37.995219885277244,6.139311663479924
2023-01-01,6,23,391,38.63923273657289,6.4595652173913045
2023-01-02,0,0,210,37.80057142857143,6.347761904761905
2023-01-02,0,1,134,37.346119402985074,6.354253731343284
2023-01-02,0,2,78,27.484871794871797,3.701923076923077
2023-01-02,0,3,70,45.86742857142857,7.607857142857142
2023-01-02,0,4,57,40.148421052631576,6.249122807017543
2023-01-02,0,5,63,66.99825396825398,11.253968253968255
2023-01-02,0,6,107,69.52822429906541,12.38747663551402
2023-01-02,0,7,157,50.901464968152865,9.422866242038218
2023-01-02,0,8,216,41.1662037037037,6.837453703703704
2023-01-02,0,9,381,38.46041994750656,6.128687664041995
2023-01-02,0,10,534,31.881254681647942,4.83247191011236
2023-01-02,0,11,634,31.581703470031545,4.771955835962145
2023-01-02,0,12,758,27.956477572559365,4.013680738786279
2023-01-02,0,13,888,32.24066441441441,4.794042792792792
2023-01-02,0,14,1005,34.88521393034826,5.390029850746268
2023-01-02,0,15,954,34.3890251572327,5.161457023060796
2023-01-02,0,16,961,35.59052029136316,5.370072840790844
2023-01-02,0,17,924,33.27090909090909,4.7945670995671
2023-01-02,0,18,764,31.47115183246073,4.553769633507853
2023-01-02,0,19,766,32.99215404699739,4.782506527415144
2023-01-02,0,20,669,33.71375186846039,5.079895366218236
2023-01-02,0,21,637,32.457755102040814,4.9258712715855575
2023-01-02,0,22,503,36.658469184890656,6.0469184890656065
2023-01-02,0,23,343,39.99650145772595,6.650583090379009
2023-01-03,1,0,200,46.867,8.33535
2023-01-03,1,1,113,50.3124778761062,9.213716814159293
2023-01-03,1,2,69,40.62347826086957,7.011159420289855
2023-01-03,1,3,46,47.63565217391304,8.998695652173913
2023-01-03,1,4,41,50.079756097560974,8.668780487804879
2023-01-03,1,5,74,53.46,9.559324324324324
2023-01-03,1,6,164,53.16207317073171,9.49609756097561
2023-01-03,1,7,310,32.97041935483871,5.040935483870968
2023-01-03,1,8,403,33.2727047146402,4.879528535980149
2023-01-03,1,9,447,34.40360178970917,5.155973154362416
2023-01-03,1,10,696,30.415316091954026,4.113534482758621
2023-01-03,1,11,729,29.82233196159122,3.865294924554184
2023-01-03,1,12,733,28.84174624829468,3.760682128240109
2023-01-03,1,13,798,32.53261904761904,4.653132832080201
2023-01-03,1,14,857,35.294504084014,5.252800466744457
2023-01-03,1,15,931,33.64689581095596,4.897604726100967
2023-01-03,1,16,925,38.85715675675676,5.407881081081081
2023-01-03,1,17,843,35.20455516014235,4.725646500593119
2023-01-03,1,18,862,33.230730858468675,4.297366589327146
2023-01-03,1,19,662,35.47663141993957,5.0826132930513594
2023-01-03,1,20,623,33.434285714285714,5.06792937399679
2023-01-03,1,21,654,32.4325993883792,4.683073394495413
2023-01-03,1,22,520,33.372326923076926,5.0507307692307695
2023-01-03,1,23,391,40.22038363171355,6.780613810741688
2023-01-04,2,0,254,46.95716535433071,8.29267716535433
2023-01-04,2,1,85,38.384235294117644,6.6530588235294115
2023-01-04,2,2,59,44.17881355932204,7.746779661016949
2023-01-04,2,3,33,36.18848484848485,5.853636363636364
2023-01-04,2,4,33,49.18121212121212,8.843333333333334
2023-01-04,2,5,61,42.880819672131146,7.821147540983606
2023-01-04,2,6,121,43.30504132231405,7.678677685950413
2023-01-04,2,7,355,37.86802816901408,5.989267605633803
2023-01-04,2,8,431,30.092343387470997,4.123642691415313
2023-01-04,2,9,435,33.032919540229884,4.726229885057471
2023-01-04,2,10,551,32.07671506352087,4.509600725952813
2023-01-04,2,11,594,27.663905723905724,3.4232996632996633
2023-01-04,2,12,753,28.62187250996016,3.728273572377158
2023-01-04,2,13,767,31.891551499348108,4.458526727509779
2023-01-04,2,14,856,32.79886682242991,4.625303738317757
2023-01-04,2,15,971,30.73295571575695,4.13778578784758
2023-01-04,2,16,1059,35.61055712936733,4.54801699716714
2023-01-04,2,17,987,32.477811550151976,3.909017223910841
2023-01-04,2,18,1018,28.86337917485265,3.339852652259332
2023-01-04,2,19,926,33.011252699784016,4.37292656587473
2023-01-04,2,20,728,29.89605769230769,4.283337912087912
2023-01-04,2,21,729,30.2458024691358,4.403621399176955
2023-01-04,2,22,662,30.676797583081573,4.425558912386706
2023-01-04,2,23,459,36.45856209150327,6.027908496732026
2023-01-05,3,0,252,41.71507936507937,7.17031746031746
2023-01-05,3,1,99,36.638888888888886,5.734040404040404
2023-01-05,3,2,59,33.674915254237284,5.656610169491525
2023-01-05,3,3,45,36.824888888888886,6.369555555555555
2023-01-05,3,4,43,60.27744186046511,10.667209302325581
2023-01-05,3,5,57,50.349649122807016,9.101754385964911
2023-01-05,3,6,126,39.32198412698413,6.7004761904761905
2023-01-05,3,7,312,31.5324358974359,4.6768269230769235
2023-01-05,3,8,405,26.194419753086418,3.367185185185185
2023-01-05,3,9,494,28.095971659919027,3.576497975708502
2023-01-05,3,10,586,31.524368600682593,4.3032593856655295
2023-01-05,3,11,654,30.195902140672782,3.914449541284404
2023-01-05,3,12,718,29.124052924791087,3.8111699164345403
2023-01-05,3,13,827,30.01247883917775,4.114727932285369
2023-01-05,3,14,918,34.02040305010893,4.964226579520697
2023-01-05,3,15,982,31.00482688391039,4.172484725050917
2023-01-05,3,16,962,32.869459459459456,3.9943762993762997
2023-01-05,3,17,999,32.07596596596596,3.864194194194194
2023-01-05,3,18,1059,30.409707271010387,3.643059490084986
2023-01-05,3,19,917,29.22082878953108,3.5929443838604143
2023-01-05,3,20,858,30.225512820512822,4.272470862470863
2023-01-05,3,21,990,27.29350505050505,3.6778585858585857
2023-01-05,3,22,785,27.48876433121019,3.6320127388535033
2023-01-05,3,23,612,31.567777777777778,4.685506535947713
2023-01-06,4,0,346,30.511705202312136,4.542456647398844
2023-01-06,4,1,158,29.22930379746835,4.309430379746836
2023-01-06,4,2,80,22.018125,2.808125
2023-01-06,4,3,42,38.501666666666665,6.188809523809524
2023-01-06,4,4,33,41.131212121212116,6.568787878787879
2023-01-06,4,5,61,49.151311475409834,8.507868852459017
2023-01-06,4,6,114,41.364122807017544,7.373070175438596
2023-01-06,4,7,294,33.52598639455782,4.982619047619048
2023-01-06,4,8,405,26.709827160493827,3.4899753086419754
2023-01-06,4,9,419,33.47677804295943,4.7793317422434365
2023-01-06,4,10,564,29.853386524822696,3.9932978723404253
2023-01-06,4,11,663,29.26877828054299,3.9097737556561083
2023-01-06,4,12,683,29.524978038067353,3.9847437774524157
2023-01-06,4,13,796,30.654836683417084,4.199761306532664
2023-01-06,4,14,1018,31.196689587426327,4.268605108055009
2023-01-06,4,15,1041,30.345523535062437,3.9592122958693565
2023-01-06,4,16,980,33.44437755102041,4.121040816326531
2023-01-06,4,17,1075,29.272055813953486,3.2926511627906976
2023-01-06,4,18,1164,26.88494845360825,2.816211340206186
2023-01-06,4,19,1248,28.22414262820513,3.224679487179487
2023-01-06,4,20,1037,26.642565091610415,3.3642140790742525
2023-01-06,4,21,1144,25.77799825174825,3.1323426573426576
2023-01-06,4,22,1221,26.96070434070434,3.364774774774775
2023-01-06,4,23,1040,26.652826923076923,3.5302403846153845
2023-01-07,5,0,900,23.849766666666667,2.8654444444444445
2023-01-07,5,1,664,23.821987951807227,2.964171686746988
2023-01-07,5,2,432,22.61224537037037,2.7536342592592593
2023-01-07,5,3,278,26.028776978417266,3.6524460431654675
2023-01-07,5,4,122,34.04950819672131,5.110081967213114
2023-01-07,5,5,61,48.50098360655738,8.069016393442622
2023-01-07,5,6,63,48.87063492063492,8.643968253968255
2023-01-07,5,7,152,45.32171052631579,7.526118421052632
2023-01-07,5,8,252,36.554682539682545,5.9746428571428565
2023-01-07,5,9,437,26.945148741418766,3.744279176201373
2023-01-07,5,10,640,24.29403125,3.19534375
2023-01-07,5,11,794,23.608790931989926,2.9302518891687654
2023-01-07,5,12,927,24.291359223300972,3.0456418554476805
2023-01-07,5,13,1108,26.35095667870036,3.3631227436823106
2023-01-07,5,14,1163,28.983981083404988,3.9586844368013754
2023-01-07,5,15,1201,27.757318900915905,3.643955037468776
2023-01-07,5,16,1274,28.364591836734693,3.6968681318681322
2023-01-07,5,17,1259,26.46346306592534,3.2917950754567116
2023-01-07,5,18,1343,25.337602382725244,3.1432613551749813
2023-01-07,5,19,1464,25.125300546448088,3.08155737704918
2023-01-07,5,20,1182,26.91019458544839,3.3536717428087988
2023-01-07,5,21,1194,26.982763819095474,3.3510134003350083
2023-01-07,5,22,1465,26.33460750853242,3.2497133105802045
2023-01-07,5,23,1192,27.203590604026846,3.5337919463087246
2023-01-08,6,0,1047,25.624126074498566,3.259904489016237
2023-01-08,6,1,796,22.931595477386935,2.7394221105527636
2023-01-08,6,2,544,23.532830882352943,2.9565257352941177
2023-01-08,6,3,315,23.756507936507937,3.0443174603174605
2023-01-08,6,4,163,30.95085889570552,4.556625766871166
2023-01-08,6,5,64,57.43328125,9.89328125
2023-01-08,6,6,96,52.2978125,9.312395833333333
2023-01-08,6,7,125,50.250879999999995,8.601120000000002
2023-01-08,6,8,225,34.77986666666667,5.627644444444445
2023-01-08,6,9,400,29.053625,4.37355
2023-01-08,6,10,617,28.920696920583467,4.263808752025932
2023-01-08,6,11,723,25.443734439834024,3.3350484094052555
2023-01-08,6,12,879,26.36320819112628,3.5473265073947666
2023-01-08,6,13,933,28.67653804930332,3.9367631296891745
2023-01-08,6,14,1058,30.17805293005671,4.1720321361058605
2023-01-08,6,15,952,32.26612394957983,4.563760504201681
2023-01-08,6,16,1054,31.217134724857686,4.46988614800759
2023-01-08,6,17,968,29.869721074380166,4.251342975206612
2023-01-08,6,18,867,27.290703575547866,3.746655132641292
2023-01-08,6,19,706,30.628045325779038,4.551501416430595
2023-01-08,6,20,669,29.874304932735427,4.249282511210763
2023-01-08,6,21,634,33.70047318611987,5.16332807570978
2023-01-08,6,22,437,36.91862700228833,5.764919908466819
2023-01-08,6,23,303,44.00023102310231,7.658217821782179
2023-01-09,0,0,194,40.08340206185567,6.684536082474226
2023-01-09,0,1,65,31.081384615384614,5.2069230769230765
2023-01-09,0,2,41,28.567073170731707,4.35219512195122
2023-01-09,0,3,29,39.777931034482755,6.493103448275862
2023-01-09,0,4,38,50.82947368421053,8.767631578947368
2023-01-09,0,5,54,44.15481481481482,7.761851851851851
2023-01-09,0,6,129,46.497441860465116,7.933488372093023
2023-01-09,0,7,305,35.026754098360655,5.264819672131147
2023-01-09,0,8,419,29.97887828162291,3.8632458233890214
2023-01-09,0,9,438,32.4965296803653,4.497009132420091
2023-01-09,0,10,503,31.495705765407553,4.464811133200795
2023-01-09,0,11,587,29.709250425894382,3.9842078364565587
2023-01-09,0,12,615,29.716552845528454,4.068016260162602
2023-01-09,0,13,647,31.04049459041731,4.330680061823802
2023-01-09,0,14,753,34.32717131474104,5.089907038512616
2023-01-09,0,15,876,30.24727168949772,4.162328767123287
2023-01-09,0,16,815,34.141693251533745,4.504723926380368
2023-01-09,0,17,875,34.06722285714286,4.391451428571428
2023-01-09,0,18,799,30.968235294117648,3.849499374217772
2023-01-09,0,19,705,30.91617021276596,4.022964539007092
2023-01-09,0,20,678,30.731710914454275,4.388156342182891
2023-01-09,0,21,626,29.490143769968054,4.280734824281151
2023-01-09,0,22,465,30.262838709677418,4.251161290322581
2023-01-09,0,23,277,36.521480144404336,5.7914440433213
2023-01-10,1,0,142,34.8919014084507,5.749788732394366
2023-01-10,1,1,64,34.036875,5.320625
2023-01-10,1,2,33,27.54848484848485,4.221818181818182
2023-01-10,1,3,16,30.325,4.429375
2023-01-10,1,4,30,47.251333333333335,8.576333333333334
2023-01-10,1,5,45,45.82066666666666,7.782
2023-01-10,1,6,125,33.853519999999996,5.58216
2023-01-10,1,7,313,30.484600638977636,4.195335463258786
2023-01-10,1,8,389,25.578431876606686,3.0726735218509
2023-01-10,1,9,444,32.22675675675676,4.384527027027027
2023-01-10,1,10,475,27.80604210526316,3.432463157894737
2023-01-10,1,11,613,28.358711256117456,3.5319902120717783
2023-01-10,1,12,675,26.62647407407407,3.251422222222222
2023-01-10,1,13,709,29.061664315937943,3.8395909732016924
2023-01-10,1,14,863,32.25698725376593,4.456280417149479
2023-01-10,1,15,929,28.27249730893434,3.609558665231432
2023-01-10,1,16,832,32.44495192307692,3.9338341346153842
2023-01-10,1,17,943,31.969003181336163,3.878695652173913
2023-01-10,1,18,966,28.17123188405797,3.184285714285714
2023-01-10,1,19,800,29.18905,3.708075
2023-01-10,1,20,791,27.51922882427307,3.6183817951959543
2023-01-10,1,21,891,27.222547699214367,3.564040404040404
2023-01-10,1,22,703,27.26406827880512,3.666543385490754
2023-01-10,1,23,364,33.4346978021978,5.147939560439561
2023-01-11,2,0,189,32.70587301587302,5.211005291005291
2023-01-11,2,1,85,30.26141176470588,4.675882352941176
2023-01-11,2,2,45,31.37,4.910222222222222
2023-01-11,2,3,34,31.98852941176471,5.14
2023-01-11,2,4,30,50.88066666666667,7.410666666666667
2023-01-11,2,5,61,44.30327868852459,7.360819672131147
2023-01-11,2,6,111,39.91135135135135,6.624684684684685
2023-01-11,2,7,300,30.28793333333333,4.329466666666667
2023-01-11,2,8,433,28.410092378752886,3.804203233256351
2023-01-11,2,9,412,25.175800970873787,2.9514320388349513
2023-01-11,2,10,507,24.34627218934911,2.8110256410256413
2023-01-11,2,11,557,26.832154398563734,3.2228366247755833
2023-01-11,2,12,692,28.940332369942194,3.726011560693642
2023-01-11,2,13,725,29.26015172413793,3.854
2023-01-11,2,14,800,30.4357,4.116499999999999
2023-01-11,2,15,863,28.4163731170336,3.6520278099652375
2023-01-11,2,16,888,33.73597972972973,4.275292792792793
2023-01-11,2,17,989,33.06074823053589,4.1351567239636
2023-01-11,2,18,1049,28.278751191611057,3.1357006673021925
2023-01-11,2,19,865,27.800809248554913,3.2513526011560696
2023-01-11,2,20,820,26.630231707317073,3.4632560975609756
2023-01-11,2,21,992,25.63850806451613,3.278185483870968
2023-01-11,2,22,847,27.26733175914994,3.5708382526564346
2023-01-11,2,23,470,32.3978085106383,4.816829787234043
2023-01-12,3,0,249,33.77534136546185,5.23425702811245
2023-01-12,3,1,117,29.85205128205128,4.875042735042735
2023-01-12,3,2,69,34.47202898550725,5.396521739130435
2023-01-12,3,3,47,34.38212765957447,5.4968085106382985
2023-01-12,3,4,46,46.999347826086954,7.989782608695651
2023-01-12,3,5,53,47.68528301886793,8.145471698113207
2023-01-12,3,6,125,41.51392,7.112640000000001
2023-01-12,3,7,322,31.233260869565218,4.574037267080745
2023-01-12,3,8,403,28.136749379652606,3.597766749379653
2023-01-12,3,9,458,29.160829694323144,3.540021834061135
2023-01-12,3,10,527,30.63546489563567,4.005218216318785
2023-01-12,3,11,597,31.259346733668337,3.999028475711893
2023-01-12,3,12,680,31.899323529411767,4.294632352941177
2023-01-12,3,13,760,33.22276315789473,4.593842105263158
2023-01-12,3,14,846,34.946063829787235,4.950874704491725
2023-01-12,3,15,939,32.6848136315229,4.488168264110756
2023-01-12,3,16,927,36.07298813376483,4.4978856526429345
2023-01-12,3,17,1048,32.04899809160305,3.665171755725191
2023-01-12,3,18,1274,27.832386185243326,2.811043956043956
2023-01-12,3,19,915,30.17807650273224,3.6226994535519124
2023-01-12,3,20,1004,27.69609561752988,3.5522111553784863
2023-01-12,3,21,974,27.297782340862423,3.467104722792608
2023-01-12,3,22,848,28.23817216981132,3.793679245283019
2023-01-12,3,23,480,25.05377083333333,3.057020833333333
2023-02-01,2,0,186,31.695215053763445,4.7528494623655915
2023-02-01,2,1,69,26.99449275362319,3.719130434782609
2023-02-01,2,2,33,23.50090909090909,3.0996969696969696
2023-02-01,2,3,27,26.53518518518519,3.723333333333333
2023-02-01,2,4,24,47.96333333333333,7.96
2023-02-01,2,5,60,44.003,7.4465
2023-02-01,2,6,107,40.35542056074766,6.629626168224299
2023-02-01,2,7,314,31.142261146496814,4.609044585987261
2023-02-01,2,8,430,26.24374418604651,3.3161627906976747
2023-02-01,2,9,426,30.4818779342723,4.136619718309859
2023-02-01,2,10,497,27.611911468812878,3.293118712273642
2023-02-01,2,11,539,25.93165120593692,2.8978849721706865
2023-02-01,2,12,648,28.341450617283947,3.441388888888889
2023-02-01,2,13,667,28.736176911544227,3.645862068965517
2023-02-01,2,14,753,32.045471447543164,4.39800796812749
2023-02-01,2,15,802,27.52950124688279,3.325586034912718
2023-02-01,2,16,823,31.468918590522478,3.6517375455650063
2023-02-01,2,17,855,29.91140350877193,3.2208187134502926
2023-02-01,2,18,928,25.899375,2.653760775862069
2023-02-01,2,19,916,29.05815502183406,3.4870960698689957
2023-02-01,2,20,867,28.210588235294118,3.7544405997693193
2023-02-01,2,21,997,25.92606820461384,3.2429187562688067
2023-02-01,2,22,830,25.715024096385545,3.2731566265060237
2023-02-01,2,23,431,32.90178654292343,4.879141531322506
2023-02-02,3,0,208,29.02,4.294519230769231
2023-02-02,3,1,84,27.10571428571429,3.8564285714285713
2023-02-02,3,2,54,26.887592592592593,3.7377777777777776
2023-02-02,3,3,37,30.260810810810813,4.284594594594594
2023-02-02,3,4,23,28.735652173913042,4.177826086956522
2023-02-02,3,5,38,37.943684210526314,6.306052631578948
2023-02-02,3,6,122,43.084508196721316,7.355737704918033
2023-02-02,3,7,289,33.728754325259516,5.068200692041523
2023-02-02,3,8,418,27.555669856459332,3.5641387559808613
2023-02-02,3,9,385,28.868181818181817,3.637090909090909
2023-02-02,3,10,513,29.233859649122806,3.5362768031189082
2023-02-02,3,11,576,28.283697916666668,3.3643576388888885
2023-02-02,3,12,662,30.529169184290033,3.9658157099697884
2023-02-02,3,13,662,32.45070996978852,4.3424320241691845
2023-02-02,3,14,840,31.82602380952381,4.175714285714285
2023-02-02,3,15,897,28.851326644370122,3.593088071348941
2023-02-02,3,16,836,32.49922248803828,3.7820334928229666
2023-02-02,3,17,972,33.435874485596706,4.180771604938272
2023-02-02,3,18,1049,29.147940896091516,3.1657102001906576
2023-02-02,3,19,950,28.0236,3.056821052631579
2023-02-02,3,20,944,26.66572033898305,3.236122881355932
2023-02-02,3,21,1139,26.064837576821773,3.16009657594381
2023-02-02,3,22,972,26.4052366255144,3.239578189300411
2023-02-02,3,23,625,26.63904,3.4856480000000003
2023-02-03,4,0,362,27.08839779005525,3.5616298342541435
2023-02-03,4,1,205,24.537560975609754,3.2978536585365856
2023-02-03,4,2,108,22.874351851851852,2.7724074074074077
2023-02-03,4,3,59,31.698474576271188,4.714576271186441
2023-02-03,4,4,41,39.00829268292683,6.211463414634147
2023-02-03,4,5,54,46.61222222222222,7.495185185185186
2023-02-03,4,6,95,40.75157894736842,7.10778947368421
2023-02-03,4,7,294,31.068571428571428,4.342074829931972
2023-02-03,4,8,426,26.348591549295776,3.3523943661971827
2023-02-03,4,9,392,29.152321428571426,3.885025510204082
2023-02-03,4,10,547,29.728756855575867,3.9841864716636195
2023-02-03,4,11,657,27.85363774733638,3.492739726027397
2023-02-03,4,12,711,29.55351617440225,3.876385372714487
2023-02-03,4,13,799,31.506996245306635,4.303892365456821
2023-02-03,4,14,952,31.54172268907563,4.319632352941176
2023-02-03,4,15,1015,28.37377339901478,3.5194187192118225
2023-02-03,4,16,1060,32.01316037735849,3.8836792452830187
2023-02-03,4,17,1203,30.965594347464673,3.624172901080632
2023-02-03,4,18,1177,26.34448598130841,2.594367034834325
2023-02-03,4,19,1261,26.930055511498814,2.753869944488501
2023-02-03,4,20,964,24.89236514522822,2.855674273858921
2023-02-03,4,21,1154,24.926178509532065,2.910736568457539
2023-02-03,4,22,1190,25.444008403361345,2.9920084033613445
2023-02-03,4,23,899,26.253259176863182,3.1965628476084538
2023-02-04,5,0,637,25.770753532182106,3.2293092621664052
2023-02-04,5,1,493,24.528559837728196,2.9327180527383367
2023-02-04,5,2,316,22.65791139240506,2.6388291139240505
2023-02-04,5,3,221,24.533846153846152,2.9650678733031675
2023-02-04,5,4,92,27.490978260869564,3.673804347826087
2023-02-04,5,5,26,50.326153846153844,8.837307692307693
2023-02-04,5,6,51,46.82392156862745,8.741764705882353
2023-02-04,5,7,116,37.45922413793103,5.9896551724137925
2023-02-04,5,8,227,30.206607929515418,4.483876651982379
2023-02-04,5,9,375,24.91837333333333,3.1572533333333332
2023-02-04,5,10,590,23.570949152542372,2.9751525423728813
2023-02-04,5,11,756,22.24527777777778,2.618478835978836
2023-02-04,5,12,871,25.134202066590127,3.251768082663605
2023-02-04,5,13,936,24.607692307692307,2.8980341880341878
2023-02-04,5,14,960,28.055229166666667,3.6592604166666667
2023-02-04,5,15,1017,26.847118977384465,3.332418879056047
2023-02-04,5,16,1202,26.35436772046589,3.265557404326123
2023-02-04,5,17,1217,26.59558751027116,3.3007641741988496
2023-02-04,5,18,1267,24.433267561168115,2.7450749802683507
2023-02-04,5,19,1215,23.346683127572017,2.539934156378601
2023-02-04,5,20,956,25.704069037656904,2.9555962343096236
2023-02-04,5,21,1025,25.337629268292684,2.9154341463414637
2023-02-04,5,22,1245,25.903670682730922,2.9998473895582327
2023-02-04,5,23,1070,25.641401869158877,3.096785046728972
2023-02-05,6,0,827,24.059613059250303,2.8727206771463116
2023-02-05,6,1,589,23.147266553480474,2.704787775891341
2023-02-05,6,2,453,23.42991169977925,2.781832229580574
2023-02-05,6,3,293,24.90112627986348,3.3184641638225254
2023-02-05,6,4,153,28.19986928104575,3.841895424836601
2023-02-05,6,5,49,47.42918367346939,8.774081632653061
2023-02-05,6,6,82,50.35475609756098,8.660121951219512
2023-02-05,6,7,125,42.48352,6.94328
2023-02-05,6,8,209,33.31454545454545,5.069808612440191
2023-02-05,6,9,364,27.658956043956046,3.8806043956043954
2023-02-05,6,10,563,26.570905861456485,3.6479396092362344
2023-02-05,6,11,713,26.875399719495093,3.5872931276297333
2023-02-05,6,12,826,27.373292978208234,3.674200968523002
2023-02-05,6,13,933,31.64172561629153,4.424448017148982
2023-02-05,6,14,953,31.871143756558237,4.401322140608604
2023-02-05,6,15,946,31.0403488372093,4.210856236786469
2023-02-05,6,16,983,29.895361139369278,4.038667344862666
2023-02-05,6,17,994,30.939245472837023,4.375865191146881
2023-02-05,6,18,904,28.722975663716813,3.8379314159292033
2023-02-05,6,19,709,28.976361071932295,4.132538787023977
2023-02-05,6,20,644,29.538416149068325,4.047360248447205
2023-02-05,6,21,655,31.371709923664124,4.504519083969465
2023-02-05,6,22,388,38.5935824742268,6.110309278350516
2023-02-05,6,23,271,42.336900369003686,7.08630996309963
2023-02-06,0,0,147,42.23047619047619,6.807074829931973
2023-02-06,0,1,82,42.981585365853654,7.106219512195122
2023-02-06,0,2,34,45.887058823529415,7.387352941176471
2023-02-06,0,3,28,31.148214285714285,4.721071428571428
2023-02-06,0,4,28,54.20607142857143,7.278214285714285
2023-02-06,0,5,66,45.7469696969697,8.342575757575759
2023-02-06,0,6,129,46.974806201550386,7.996666666666666
2023-02-06,0,7,327,34.00051987767584,5.13223241590214
2023-02-06,0,8,475,30.16143157894737,4.033557894736842
2023-02-06,0,9,484,30.609173553719007,3.999338842975207
2023-02-06,0,10,538,29.305687732342005,3.7345910780669147
2023-02-06,0,11,516,29.438953488372093,3.886705426356589
2023-02-06,0,12,642,29.672040498442367,4.049205607476636
2023-02-06,0,13,680,31.214132352941178,4.457397058823529
2023-02-06,0,14,780,32.60323076923077,4.640794871794872
2023-02-06,0,15,863,30.68745075318656,4.213939745075319
2023-02-06,0,16,852,33.49198356807511,4.234553990610329
2023-02-06,0,17,866,34.50633949191686,4.476304849884526
2023-02-06,0,18,831,30.17647412755716,3.5587123947051746
2023-02-06,0,19,694,30.89978386167147,3.8775360230547555
